AUDIT_YEAR,org_level,org_code,org_name,category,breakdown,numerator,denominator,percentage
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Smoking status,1 - current smoker,770,4145,18.57659831
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Smoking status,2 - ex-smoker,1055,4145,25.45235223
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Smoking status,3 - non-smoker,40,4145,0.965018094
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Smoking status,4 - never smoked,2270,4145,54.76477684
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Smoking status,unknown,5,4145,0.120627262
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Glucose technology,CLS,0,4145,0
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Glucose technology,CGM,0,4145,0
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Glucose technology,Flash,1705,4145,41.13389626
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,2 - 48 < HbA1c <= 53,310,3530,8.781869688
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,3 - 53 < HbA1c <= 58,455,3530,12.88951841
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,4 - 58 < HbA1c <= 69,950,3530,26.9121813
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,1 - HbA1c <= 48,335,3530,9.490084986
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,5 - 69 < HbA1c <= 86,920,3530,26.06232295
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,6 - HbA1c > 86,555,3530,15.7223796
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c achieved,HbA1c value unknown,5,3530,0.141643059
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c measured,HbA1c measured,3615,4145,87.21351025
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,insulin regimen,2. Basal bolus,3360,4145,81.0615199
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,insulin regimen,1. Insulin pump,455,4145,10.97708082
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,insulin regimen,3. Fixed mix,325,4145,7.840772014
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Service location,specialist services,1875,4145,45.23522316
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Treatment targets,All 3 TTs,500,2975,16.80672269
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Treatment targets,Combined prevention,1695,2455,69.04276986
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Treatment targets,HbA1c <= 58 mmol/mol,1100,3525,31.20567376
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Treatment targets,Primary prevention,1400,2110,66.3507109
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Treatment targets,Secondary prevention,295,345,85.50724638
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,All 8 CPs measured,1360,4145,32.8106152
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Treatment targets,Blood Pressure <= 140/80,2110,3150,66.98412698
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,foot_exam measured,2380,4145,57.4185766
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,albumin measured,2155,4145,51.99034982
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,BP measured,3275,4145,79.01085645
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,creatinine measured,3540,4145,85.40410133
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,HbA1c measured,3615,4145,87.21351025
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,BMI measured,2905,4145,70.08443908
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,cholesterol measured,3360,4145,81.0615199
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Care processes,smoking measured,3860,4145,93.12424608
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_80_plus,5,455,1.098901099
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_40_to_49,110,455,24.17582418
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Deprivation,2nd least deprived,90,455,19.78021978
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Deprivation,Least deprived,105,455,23.07692308
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Treatment type,Basal bolus,855,2880,29.6875
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,100,380,26.31578947
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,25,60,41.66666667
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,205,970,21.13402062
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd most deprived,210,730,28.76712329
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,220,565,38.9380531
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Treatment type,Fixed mix,70,265,26.41509434
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_25_to_29,85,295,28.81355932
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd least deprived,255,645,39.53488372
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,unknown,0,5,0
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Deprivation,2nd most deprived,70,325,21.53846154
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Deprivation,2nd least deprived,50,325,15.38461538
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Deprivation,Least deprived,30,325,9.230769231
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_70_to_79,60,325,18.46153846
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Deprivation,unknown,5,325,1.538461538
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_19_to_24,5,325,1.538461538
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_50_to_59,75,325,23.07692308
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_60_to_69,70,325,21.53846154
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_30_to_39,35,325,10.76923077
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_40_to_49,45,325,13.84615385
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_80_plus,30,325,9.230769231
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Deprivation,Most deprived,120,325,36.92307692
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Age band,Age_25_to_29,10,325,3.076923077
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Fixed mix by Deprivation,3rd most deprived,60,325,18.46153846
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,200,625,32
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,70,220,31.81818182
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_30_to_39,620,3360,18.45238095
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_40_to_49,645,3360,19.19642857
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_25_to_29,305,3360,9.077380952
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_50_to_59,725,3360,21.57738095
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Deprivation,2nd least deprived,595,3360,17.70833333
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Deprivation,2nd most deprived,710,3360,21.13095238
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Deprivation,Least deprived,530,3360,15.77380952
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_80_plus,50,3360,1.488095238
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Deprivation,Most deprived,940,3360,27.97619048
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Deprivation,3rd most deprived,585,3360,17.41071429
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_19_to_24,395,3360,11.75595238
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_60_to_69,435,3360,12.94642857
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Basal bolus by Age band,Age_70_to_79,180,3360,5.357142857
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,175,385,45.45454545
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,205,685,29.9270073
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,245,770,31.81818182
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,160,490,32.65306122
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,3rd most deprived,205,615,33.33333333
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_19_to_24,70,455,15.38461538
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_25_to_29,50,455,10.98901099
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_60_to_69,35,455,7.692307692
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Deprivation,2nd most deprived,95,455,20.87912088
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_50_to_59,70,455,15.38461538
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_70_to_79,15,455,3.296703297
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Deprivation,Most deprived,90,455,19.78021978
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Deprivation,3rd most deprived,70,455,15.38461538
2020_21,ICS,QT1,NHS Nottingham and Nottinghamshire Integrated Care Board,Insulin pump by Age band,Age_30_to_39,100,455,21.97802198
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_19_to_24,230,2520,9.126984127
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_25_to_29,205,2520,8.134920635
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_30_to_39,390,2520,15.47619048
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_40_to_49,450,2520,17.85714286
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_50_to_59,560,2520,22.22222222
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_60_to_69,385,2520,15.27777778
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_70_to_79,240,2520,9.523809524
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Age band,Age_80_plus,60,2520,2.380952381
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,BMI group,Healthy weight,500,2520,19.84126984
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,BMI group,Obese,305,2520,12.1031746
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,BMI group,Overweight,570,2520,22.61904762
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,BMI group,Severely obese,125,2520,4.96031746
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,BMI group,Underweight,30,2520,1.19047619
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,BMI group,unknown,990,2520,39.28571429
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Deprivation,1 - most deprived,445,2520,17.65873016
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Deprivation,2 - 2nd most deprived,635,2520,25.1984127
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Deprivation,3 - 3rd most deprived,1045,2520,41.46825397
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Deprivation,4 - 2nd least deprived,335,2520,13.29365079
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Deprivation,5 - least deprived,65,2520,2.579365079
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,< 1 year,75,2520,2.976190476
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,10-14 years,295,2520,11.70634921
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,1-4 years,215,2520,8.531746032
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,15-19 years,350,2520,13.88888889
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,20-29 years,555,2520,22.02380952
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,30-39 years,360,2520,14.28571429
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,40-49 years,225,2520,8.928571429
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,50 plus years,135,2520,5.357142857
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,5-9 years,310,2520,12.3015873
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Diabetes duration,unknown,5,2520,0.198412698
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Ethnicity group,Asian,5,2520,0.198412698
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Ethnicity group,Black,5,2520,0.198412698
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Ethnicity group,Mixed,10,2520,0.396825397
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,ethnicity group,Other,45,2520,1.785714286
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,ethnicity group,unknown,685,2520,27.18253968
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,ethnicity group,White,1780,2520,70.63492063
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Smoking status,1 - current smoker,450,2520,17.85714286
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Smoking status,2 - ex-smoker,720,2520,28.57142857
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Smoking status,3 - non-smoker,145,2520,5.753968254
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Smoking status,4 - never smoked,1190,2520,47.22222222
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Smoking status,unknown,15,2520,0.595238095
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Deprivation,unknown,0,2520,0
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Glucose technology,Flash,900,2520,35.71428571
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Glucose technology,CGM,5,2520,0.198412698
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Glucose technology,CLS,5,2520,0.198412698
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,2 - 48 < HbA1c <= 53,175,2140,8.177570093
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,4 - 58 < HbA1c <= 69,620,2140,28.97196262
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,1 - HbA1c <= 48,135,2140,6.308411215
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,6 - HbA1c > 86,320,2140,14.95327103
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,3 - 53 < HbA1c <= 58,250,2140,11.68224299
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,5 - 69 < HbA1c <= 86,595,2140,27.80373832
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c achieved,HbA1c value unknown,45,2140,2.102803738
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c measured,HbA1c measured,2160,2520,85.71428571
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,insulin regimen,3. Fixed mix,110,2520,4.365079365
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,insulin regimen,1. Insulin pump,270,2520,10.71428571
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,insulin regimen,2. Basal bolus,2140,2520,84.92063492
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Service location,specialist services,655,2520,25.99206349
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Treatment targets,Blood Pressure <= 140/80,1355,1910,70.94240838
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Treatment targets,Secondary prevention,255,305,83.60655738
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Treatment targets,All 3 TTs,270,1790,15.08379888
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,All 8 CPs measured,675,2520,26.78571429
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,creatinine measured,2120,2520,84.12698413
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,foot_exam measured,1435,2520,56.94444444
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,HbA1c measured,2160,2520,85.71428571
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,cholesterol measured,1985,2520,78.76984127
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,smoking measured,2105,2520,83.53174603
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,albumin measured,1040,2520,41.26984127
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,BMI measured,1615,2520,64.08730159
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Care processes,BP measured,1940,2520,76.98412698
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Treatment targets,Primary prevention,845,1350,62.59259259
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Treatment targets,Combined prevention,1100,1660,66.26506024
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Treatment targets,HbA1c <= 58 mmol/mol,560,2095,26.73031026
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Insulin pump by Age band,Age_19_to_24,30,270,11.11111111
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Insulin pump by Age band,Age_50_to_59,50,270,18.51851852
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Insulin pump by Age band,Age_60_to_69,35,270,12.96296296
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Insulin pump by Age band,Age_40_to_49,65,270,24.07407407
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Insulin pump by Deprivation,Most deprived,35,270,12.96296296
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Insulin pump by Deprivation,2nd most deprived,70,270,25.92592593
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_80_plus,10,110,9.090909091
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_19_to_24,5,110,4.545454545
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_40_to_49,10,110,9.090909091
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_60_to_69,30,110,27.27272727
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_70_to_79,35,110,31.81818182
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Deprivation,2nd most deprived,35,110,31.81818182
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Deprivation,3rd most deprived,50,110,45.45454545
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_30_to_39,5,110,4.545454545
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Deprivation,2nd least deprived,10,110,9.090909091
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Deprivation,Least deprived,5,110,4.545454545
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Deprivation,Most deprived,15,110,13.63636364
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_25_to_29,5,110,4.545454545
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Fixed mix by Age band,Age_50_to_59,15,110,13.63636364
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Treatment type,Insulin pump,95,220,43.18181818
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_30_to_39,90,325,27.69230769
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_60_to_69,105,345,30.43478261
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,Most deprived,85,365,23.28767123
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,2nd most deprived,125,520,24.03846154
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Deprivation Quintile,Least deprived,25,55,45.45454545
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_19_to_24,45,165,27.27272727
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_40_to_49,100,380,26.31578947
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_50_to_59,105,470,22.34042553
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_70_to_79,50,210,23.80952381
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,HbA1c <= 58 mmol/mol by Age band,Age_80_plus,10,45,22.22222222
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Age band,Age_19_to_24,200,2140,9.345794393
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Age band,Age_60_to_69,320,2140,14.95327103
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Age band,Age_70_to_79,190,2140,8.878504673
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Deprivation,Most deprived,395,2140,18.45794393
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Deprivation,2nd most deprived,530,2140,24.76635514
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Age band,Age_40_to_49,370,2140,17.28971963
2020_21,ICS,QT6,NHS Cornwall and The Isles Of Scilly Integrated Care Board,Basal bolus by Deprivation,3rd most deprived,875,2140,40.88785047
